,hs_code,suffix,description
157,,017,−−− でん粉糖の製造又はデキストリン、デキストリングルー、可溶性でん粉、ばい焼でん粉若しくはスターチグルーの製造に使用するものとして関税暫定措置法第8条の6第1項の割当てを受けて輸入されるもの
158,,018,−−− その他のもの
159,,,− その他のもの
160,,,−− でん粉等に係る共通の限度数量以内のもの
161,,091,−−− でん粉糖の製造又はデキストリン、デキストリングルー、可溶性でん粉、ばい焼でん粉若しくはスターチグルーの製造に使用するもの
162,,092,−−− その他のもの
163,,,−− その他のもの
164,,097,−−− でん粉糖の製造又はデキストリン、デキストリングルー、可溶性でん粉、ばい焼でん粉若しくはスターチグルーの製造に使用するものとして関税暫定措置法第8条の6第1項の割当てを受けて輸入されるもの
165,,098,−−− その他のもの
166,1108.20,,イヌリン
167,,010,− でん粉等に係る共通の限度数量以内のもの
168,,090,− その他のもの
169,11.09,,
170,1109.00,000,小麦グルテン（乾燥してあるかないかを問わない。）
